# Omega;omega_d;r_re_0;r_im_0;r_re_1;r_im_1;last_population_1_0;last_population_1_1;last_population_2_0;last_population_2_1;last_res_population_0;last_res_population_1
0.87948717948717947;5002.5;-0.020953302746222091;0.99983528012276235;-0.0073291000571038545;-0.91221451937206988;0.00470138532902558;0.95287784361767691;0;0;1.5776141802360919;1.5599196494314655
0.92820512820512824;5002.5;-0.02154859880570581;0.99982182346200543;-0.0074082569279054766;-0.91225356611529573;0.005238719283464319;0.95312158044358364;0;0;1.7582586534611166;1.7373365282025726
0.97692307692307689;5002.5;-0.022176751472567702;0.99980723373612412;-0.007491561902429611;-0.91229473213349488;0.0058054728452556483;0.95337839876904429;0;0;1.9488680682293966;1.9243458079610307
1.0256410256410255;5002.5;-0.02283787908484447;0.9997914412484723;-0.0075789220634616683;-0.91233801613099574;0.006401718673301483;0.95364833296856033;0;0;2.149478800461996;2.1209519309404321
1.0743589743589743;5002.5;-0.023532111568421277;0.99977437725996221;-0.0076702921082116848;-0.91238339997861684;0.0070275333578245589;0.95393149599884342;0;0;2.3601292169922852;2.3271595156130704
1.1230769230769231;5002.5;-0.024259584124774802;0.9997559679006458;-0.0077656460257298221;-0.9124308628868808;0.0076829974162335671;0.95422793774350123;0;0;2.5808596830684731;2.5429734225394363
1.1717948717948719;5002.5;-0.025020438610722895;0.99973613535972161;-0.0078649601831393134;-0.91248040503330252;0.0083681953299172968;0.95453762730216829;0;0;2.8117125842088377;2.7683987807014603
1.2205128205128206;5002.5;-0.025814823591903124;0.99971479781311778;-0.0079681952338952478;-0.91253203346869849;0.0090832155757321932;0.95486054040242552;0;0;3.0527323467728742;3.0034408935192909
1.2692307692307692;5002.5;-0.02664289439858325;0.99969186934709053;-0.008075302853259414;-0.91258574751136257;0.0098281506589870359;0.95519670023080339;0;0;3.30396545956174;3.2481051909841745
1.3179487179487179;5002.5;-0.027504813184241694;0.99966725987784888;-0.008186236260806945;-0.91264154165829803;0.010603097147940974;0.9555461374900307;0;0;3.5654604964649046;3.5023972620486505
1.3666666666666667;5002.5;-0.028400748987028157;0.99964087506734811;-0.0083009490376679818;-0.91269941279300337;0.011408155709832299;0.95590886158156385;0;0;3.8372681401708668;3.7663228752989939
1.4153846153846155;5002.5;-0.029330877793839694;0.99961261623476949;-0.0084193903702396433;-0.91275935979809275;0.012243431148450001;0.95628487761710912;0;0;4.1194412069586193;4.0398879531831069
1.4641025641025642;5002.5;-0.030295382607328891;0.99958238026386659;-0.0085415051418393784;-0.91282138068933549;0.013109032443267915;0.95667420009790505;0;0;4.4120346725899271;4.3230985489566454
1.5128205128205128;5002.5;-0.031294453515935849;0.9995500595060407;-0.0086672355221564246;-0.9128854728329856;0.014005072790160474;0.95707684495486878;0;0;4.7151056993227902;4.615960844620087
1.5615384615384615;5002.5;-0.032328287766536956;0.99951554167872014;-0.0087965206182729627;-0.91295163393236411;0.014931669643712845;0.95749282491952648;0;0;5.0287136640651635;4.918481144832219
1.6102564102564103;5002.5;-0.033397089840553118;0.99947870975945696;-0.0089292958163240677;-0.91301986182761297;0.015888944761154603;0.95792215325309482;0;0;5.3529201876941066;5.2306658617350266
1.6589743589743591;5002.5;-0.034501071532397454;0.9994394418746696;-0.0090654928105093902;-0.91309015425676321;0.016877024247922059;0.95836484447389614;0;0;5.6877891655583079;5.5525215019881822
1.7076923076923076;5002.5;-0.035640452030545111;0.99939761118303938;-0.0092050395375244953;-0.91316250902014962;0.017896038604869945;0.958820912898388;0;0;6.033386799187789;5.88405465503606
1.7564102564102564;5002.5;-0.036815458017514624;0.99935308576803694;-0.0093478605321244412;-0.91323692354110708;0.018946122777445118;0.95929037286355956;0;0;6.389781629335701;6.2252719825461815
1.8051282051282052;5002.5;-0.038026323722356592;0.99930572847913046;-0.009493875309668498;-0.91331339608198703;0.020027416205683733;0.95977323899104483;0;0;6.757044569980275;6.576180194843781
1.8538461538461539;5002.5;-0.039273291053156134;0.99925539683743059;-0.0096429999295000179;-0.91339192433663829;0.021140062877269668;0.96026952598894344;0;0;7.1352489440734246;6.9367860455227408
1.9025641025641027;5002.5;-0.040556609671086541;0.9992019428793546;-0.0097951459383844863;-0.91347250621648968;0.022284211381286952;0.96077924861162622;0;0;7.5244705202446598;7.3070963098589932
1.9512820512820512;5002.5;-0.04187653709425998;0.99914521301836601;-0.0099502204218486767;-0.91355513969244306;0.023460014964211642;0.96130242167008773;0;0;7.924787551011244;7.6871177686691476
2;5002.5;-0.043233338800565235;0.99908504789664621;-0.010108125865367468;-0.91363982280497302;0.02466763158764327;0.96183905997214247;0;0;8.3362808123453114;8.0768571901784441
